,Unnamed: 0,fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
4108,4108,1009,1285632000000,0.0,98.58,7.18,17.4,8.77,8.77,25.96,11.19,14.77,17.49,1.67,2.17,0.89,1.28,3.84,5.27,1.53,3.74,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4110,4110,1009,1286841600000,3.79,99.1,10.14,19.63,14.02,14.02,25.55,15.15,10.4,19.56,1.29,1.92,0.57,1.34,2.91,4.79,1.18,3.61,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4116,4116,1009,1290470400000,9.42,99.54,11.78,17.27,16.3,16.3,22.89,10.52,12.38,17.21,2.32,3.87,1.2,2.67,5.0,7.07,2.41,4.66,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4120,4120,1009,1292889600000,0.15,99.29,7.12,9.89,7.97,7.97,14.6,1.77,12.83,9.91,2.5,2.83,2.12,0.72,5.29,6.29,4.29,2.0,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4128,4128,1009,1297728000000,0.0,100.07,5.21,8.37,4.3,4.3,16.85,2.42,14.43,8.3,1.99,2.63,1.49,1.14,4.69,7.56,2.61,4.95,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4129,4129,1009,1298332800000,0.01,99.38,7.13,13.03,8.43,8.43,18.24,6.52,11.72,13.01,2.4,2.93,1.75,1.18,4.94,6.71,3.93,2.79,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4130,4130,1009,1298937600000,0.0,99.92,4.68,9.76,2.78,2.8,17.25,2.59,14.67,8.47,2.07,3.07,1.13,1.94,3.44,5.73,2.27,3.45,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4131,4131,1009,1299542400000,10.68,99.62,6.63,9.23,7.54,7.54,12.22,3.61,8.6,9.23,2.87,3.99,1.68,2.31,5.82,7.94,4.18,3.75,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4133,4133,1009,1300752000000,0.0,99.36,10.6,18.44,14.76,14.76,25.26,11.83,13.43,18.43,2.39,3.09,1.66,1.43,5.33,6.95,2.82,4.13,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4134,4134,1009,1301356800000,0.85,99.34,7.77,11.7,9.84,9.84,17.15,6.83,10.32,11.82,1.6,2.79,0.91,1.88,2.98,5.92,1.37,4.55,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4135,4135,1009,1301961600000,0.2,99.39,4.45,9.04,1.96,1.99,14.59,4.18,10.41,8.03,2.45,3.39,0.95,2.44,4.42,5.64,1.26,4.38,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4137,4137,1009,1303171200000,0.8,99.15,12.26,20.63,16.95,16.95,27.02,14.36,12.66,20.64,3.05,3.87,1.92,1.95,6.12,7.38,3.63,3.75,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4139,4139,1009,1304380800000,15.61,99.78,9.59,14.79,12.82,12.82,19.21,7.87,11.35,14.78,2.56,4.17,1.19,2.98,4.84,6.97,3.17,3.8,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4140,4140,1009,1304985600000,0.0,99.03,14.06,24.08,19.12,19.12,31.12,17.04,14.08,23.61,1.57,1.99,0.92,1.08,3.43,5.45,1.68,3.77,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4141,4141,1009,1305590400000,0.0,98.64,6.82,12.49,8.06,8.06,18.08,7.58,10.5,12.53,2.25,3.29,1.45,1.84,4.83,5.62,3.79,1.83,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4142,4142,1009,1306195200000,0.0,99.09,13.89,24.11,18.95,18.95,30.34,18.22,12.12,23.97,2.02,2.71,1.28,1.43,4.37,6.32,2.83,3.5,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4143,4143,1009,1306800000000,0.0,99.92,14.16,26.61,19.35,19.35,34.25,18.7,15.55,26.49,1.37,1.83,0.67,1.15,3.16,5.59,0.94,4.64,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4144,4144,1009,1307404800000,0.0,99.15,13.2,28.22,18.07,18.07,36.42,21.16,15.27,28.15,1.74,2.49,1.2,1.29,3.89,5.31,2.17,3.15,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4145,4145,1009,1308009600000,0.0,99.03,14.76,28.27,19.9,19.9,35.6,20.93,14.67,27.97,1.47,2.36,0.48,1.88,2.73,4.06,0.82,3.24,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4146,4146,1009,1308614400000,9.91,99.1,15.54,26.51,20.74,20.74,31.96,22.43,9.53,26.55,2.18,3.7,1.36,2.34,4.6,6.9,3.08,3.82,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4153,4153,1009,1312848000000,1.18,98.65,17.17,27.62,22.3,22.3,33.87,23.07,10.8,27.63,1.81,2.79,1.15,1.64,3.81,5.04,2.82,2.22,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4154,4154,1009,1313452800000,0.0,99.22,10.99,25.4,15.28,15.28,33.78,18.58,15.2,25.12,1.42,1.95,1.09,0.87,2.83,3.94,1.74,2.2,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4162,4162,1009,1318291200000,1.02,98.93,10.74,17.36,14.93,14.93,21.49,14.39,7.11,17.39,2.13,3.07,1.06,2.01,4.29,5.39,2.92,2.47,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4166,4166,1009,1320710400000,0.0,99.69,7.81,16.91,10.15,10.15,23.91,11.37,12.54,16.92,2.31,2.97,1.66,1.31,5.08,6.13,4.09,2.04,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4177,4177,1009,1327363200000,0.0,99.87,5.41,8.57,4.83,4.84,16.53,3.2,13.33,8.43,1.56,2.31,0.81,1.5,3.58,6.06,1.23,4.83,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4178,4178,1009,1327968000000,0.03,100.19,5.99,9.06,6.04,6.05,15.9,3.08,12.82,9.03,2.14,2.71,1.63,1.08,5.14,7.03,2.37,4.66,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4179,4179,1009,1328572800000,0.02,99.87,5.04,7.62,3.84,3.85,14.64,2.92,11.73,7.56,1.71,2.16,1.32,0.84,3.71,6.29,2.28,4.02,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4182,4182,1009,1330387200000,4.69,100.03,10.29,15.41,14.22,14.22,20.57,10.76,9.81,15.37,2.09,3.05,1.35,1.7,4.41,6.43,2.75,3.68,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4183,4183,1009,1330992000000,0.0,100.64,4.78,8.32,2.95,2.96,16.6,-0.24,16.84,8.34,2.76,3.48,1.99,1.5,5.91,7.34,3.37,3.97,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4184,4184,1009,1331596800000,0.78,99.88,12.14,19.17,16.98,16.98,24.91,15.31,9.6,19.15,1.67,2.63,1.26,1.37,3.96,5.83,2.06,3.77,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4185,4185,1009,1332201600000,0.0,99.44,12.09,20.32,16.86,16.86,26.35,15.7,10.65,20.29,2.47,4.0,1.44,2.55,5.55,7.41,2.59,4.82,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4186,4186,1009,1332806400000,0.0,99.64,10.37,18.46,14.38,14.38,26.6,11.39,15.2,18.47,2.07,2.84,1.54,1.29,4.83,6.98,3.45,3.53,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4187,4187,1009,1333411200000,0.12,98.99,12.24,21.25,16.94,16.94,27.73,15.82,11.91,20.94,1.3,2.02,0.34,1.68,2.75,5.91,0.52,5.39,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4188,4188,1009,1334016000000,0.67,99.45,9.16,16.92,12.34,12.34,24.67,10.06,14.61,16.34,1.89,2.69,0.6,2.09,3.82,5.29,0.96,4.33,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4190,4190,1009,1335225600000,0.0,99.09,6.36,12.56,6.87,6.88,20.23,4.48,15.75,12.64,2.27,3.06,1.65,1.41,5.04,6.83,2.94,3.9,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4191,4191,1009,1335830400000,0.0,99.44,13.68,23.46,18.73,18.73,30.39,17.59,12.8,23.44,1.41,1.87,0.66,1.21,3.66,5.79,0.92,4.87,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4192,4192,1009,1336435200000,5.45,98.89,13.89,22.8,18.91,18.91,29.27,17.52,11.75,22.8,1.19,1.52,0.72,0.8,2.83,3.94,1.21,2.72,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4193,4193,1009,1337040000000,0.22,99.2,11.9,20.37,16.54,16.54,26.36,14.67,11.69,20.13,1.37,1.83,0.57,1.26,2.73,4.44,0.94,3.5,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4195,4195,1009,1338249600000,5.48,98.84,14.45,26.34,19.53,19.53,33.45,19.53,13.92,26.22,1.39,1.89,0.69,1.2,3.05,4.59,0.97,3.62,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4197,4197,1009,1339459200000,2.22,99.25,15.51,23.69,20.75,20.75,27.29,20.03,7.26,23.72,1.78,2.74,1.2,1.54,4.06,5.24,3.06,2.18,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4198,4198,1009,1340064000000,0.0,99.56,11.62,26.21,16.17,16.17,34.5,18.12,16.37,26.26,1.52,1.82,0.68,1.14,3.39,5.35,1.28,4.07,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4199,4199,1009,1340668800000,0.0,98.51,10.34,28.14,13.9,13.9,36.47,19.57,16.91,28.24,2.56,3.51,1.89,1.62,5.41,7.0,4.12,2.88,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4201,4201,1009,1341878400000,14.92,99.18,14.96,27.6,20.13,20.13,35.15,21.8,13.35,27.7,1.15,1.83,0.58,1.25,2.45,3.58,1.27,2.31,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4205,4205,1009,1344297600000,2.28,99.1,16.42,27.85,21.64,21.64,34.35,22.18,12.17,27.88,1.08,1.48,0.75,0.74,2.33,3.6,1.28,2.32,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4206,4206,1009,1344902400000,2.18,98.97,16.12,26.31,21.3,21.3,32.97,20.42,12.55,26.21,1.67,2.03,1.16,0.87,3.46,4.55,2.38,2.18,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4207,4207,1009,1345507200000,0.0,99.35,10.04,21.87,13.87,13.87,30.59,14.88,15.71,21.88,1.61,1.91,0.77,1.14,4.02,5.96,1.12,4.84,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4208,4208,1009,1346112000000,7.74,99.02,16.12,25.92,21.29,21.29,31.57,21.51,10.07,26.01,2.21,2.97,1.72,1.25,4.42,5.2,3.55,1.64,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4210,4210,1009,1347321600000,0.0,99.81,10.55,21.77,14.74,14.74,29.59,14.75,14.85,21.52,1.66,1.9,1.33,0.57,3.43,5.1,2.27,2.82,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4211,4211,1009,1347926400000,14.82,98.67,13.45,20.51,18.2,18.2,24.83,13.69,11.14,20.5,2.19,2.79,1.34,1.45,4.46,5.96,3.06,2.91,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4213,4213,1009,1349136000000,0.97,98.69,10.92,17.28,15.12,15.12,20.91,14.01,6.9,16.8,1.29,2.17,0.56,1.61,2.51,3.56,0.75,2.8,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4215,4215,1009,1350345600000,0.0,99.08,7.76,15.45,9.89,9.89,22.73,8.03,14.69,15.07,1.27,1.61,0.43,1.18,2.91,4.91,0.62,4.3,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4216,4216,1009,1350950400000,0.0,99.6,7.79,16.79,10.11,10.11,26.0,10.23,15.77,16.24,1.73,2.56,0.78,1.79,3.79,6.28,1.07,5.21,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4220,4220,1009,1353369600000,0.0,99.7,6.09,12.62,6.55,6.55,20.56,7.76,12.8,11.18,1.08,2.34,0.25,2.09,2.14,5.12,0.4,4.72,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4221,4221,1009,1353974400000,3.51,99.88,6.46,8.0,7.01,7.01,11.71,0.67,11.04,7.93,1.86,2.69,1.02,1.67,4.11,4.88,2.71,2.17,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4222,4222,1009,1354579200000,2.95,99.98,9.73,15.18,13.5,13.5,20.51,11.8,8.71,15.15,1.8,2.41,1.45,0.95,4.4,5.2,2.86,2.33,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,1
4227,4227,1009,1357603200000,0.01,100.08,5.86,7.5,5.61,5.62,14.99,1.14,13.85,7.52,1.78,2.26,1.11,1.15,4.04,5.77,2.35,3.42,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4231,4231,1009,1360022400000,0.65,99.29,7.13,9.37,8.66,8.66,14.32,4.31,10.0,9.05,1.56,2.01,0.89,1.12,3.23,5.44,2.05,3.39,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4232,4232,1009,1360627200000,13.25,99.2,6.16,8.4,6.62,6.62,12.49,5.55,6.94,8.28,2.18,3.28,0.92,2.36,3.92,5.73,2.01,3.72,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4236,4236,1009,1363046400000,0.0,99.53,4.53,6.17,2.23,2.25,13.55,0.32,13.23,6.22,2.29,3.14,1.6,1.54,4.71,6.59,3.24,3.35,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4237,4237,1009,1363651200000,0.23,99.5,5.23,10.17,4.24,4.25,16.74,4.07,12.67,10.2,2.43,3.04,1.63,1.41,4.83,6.48,3.18,3.29,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4239,4239,1009,1364860800000,0.0,99.76,5.98,11.36,6.14,6.15,18.93,5.89,13.04,11.41,2.06,2.82,0.94,1.88,3.98,5.16,1.09,4.06,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
4240,4240,1009,1365465600000,0.0,99.46,11.65,20.01,16.24,16.24,26.32,14.7,11.62,20.0,2.35,3.17,1.62,1.55,5.15,6.78,2.67,4.11,37.792542,-87.572577,120,0.0754,0.4719,0.4062,0.0454,0.0011,0.0,0.0,0.0,0.1041,0.1105,0.0975,0.1406,0.5473,0.0,0,0.897899985,3.047101498,14.45996666,80.71644592,0.878588974,81.59503174,1,1,1,1,1,1,1,0
